index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1351,1.03015,8.98224,8.96587,2.05155,1.72069,0,0,7.10174,6.53606,0.127325,0.28524,0.669928,0.603891,0.464508,2.01282,1.84064,0.12888,0.324049,-5094.44
