0.213126,-0.131656,-0.0716358,-0.0432449,-0.0462307,0,0,0,0,0,0,-0.0265972,-0.039928,-0.0260434,-0.043301,-0.00307431,0.00602082,-0.0401919,-0.0219015,-0.0236442,-0.116048,0.0101638,0.00866298
-0.131656,0.987326,-0.0103808,0.0369115,0.0225065,0,0,0,0,0,0,0.0214155,0.0237424,0.0272907,0.0615158,0.00665472,-0.0136736,0.0278967,0.0126716,0.0189427,0.012969,-0.00339109,-0.00763881
-0.0716358,-0.0103808,3.06331,-0.0204602,-0.0350847,0,0,0,0,0,0,0.042688,0.0373198,0.0316143,0.0490974,-0.00912186,-0.0200923,0.0760563,0.0342191,0.0542045,0.0808529,-0.00474971,-0.00362584
-0.0432449,0.0369115,-0.0204602,0.0844507,0.0468329,0,0,0,0,0,0,-0.016662,-0.0295654,-0.012374,-0.0119214,0.0200465,-0.00803718,-0.0193312,-0.00996402,-0.0143003,0.0185621,-0.00406165,-0.00576372
-0.0462307,0.0225065,-0.0350847,0.0468329,0.0663042,0,0,0,0,0,0,-0.026246,-0.0105352,-0.0203318,-0.0337722,0.0150694,-0.0123404,-0.0323035,-0.015395,-0.0201354,0.0346733,-0.00444456,-0.0028238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0265972,0.0214155,0.042688,-0.016662,-0.026246,0,0,0,0,0,0,0.0268103,0.0212036,0.0202619,0.0325698,-0.00989596,-0.00679366,0.0319594,0.0161266,0.0199095,0.00706729,-0.000573223,-0.000848292
-0.039928,0.0237424,0.0373198,-0.0295654,-0.0105352,0,0,0,0,0,0,0.0212036,0.0321669,0.0162792,0.0214843,-0.0108464,-0.00947396,0.0252857,0.013569,0.0160245,0.0235318,-0.00122269,-0.000327896
-0.0260434,0.0272907,0.0316143,-0.012374,-0.0203318,0,0,0,0,0,0,0.0202619,0.0162792,0.0243983,0.0403256,0.000604568,0.00133654,0.0368289,0.0190738,0.0209892,0.0098674,-0.00107797,-0.00114314
-0.043301,0.0615158,0.0490974,-0.0119214,-0.0337722,0,0,0,0,0,0,0.0325698,0.0214843,0.0403256,0.0850238,-0.00163512,0.00501805,0.0614734,0.0318941,0.0366105,0.00134537,-0.00215388,-0.00238012
-0.00307431,0.00665472,-0.00912186,0.0200465,0.0150694,0,0,0,0,0,0,-0.00989596,-0.0108464,0.000604568,-0.00163512,0.0407962,0.00130217,-0.00223465,-0.00223243,-0.00658722,0.00476687,-0.000566473,-0.000543511
0.00602082,-0.0136736,-0.0200923,-0.00803718,-0.0123404,0,0,0,0,0,0,-0.00679366,-0.00947396,0.00133654,0.00501805,0.00130217,0.0473982,0.000435887,0.000207777,-0.000267126,0.02435,0.00148562,0.00146512
-0.0401919,0.0278967,0.0760563,-0.0193312,-0.0323035,0,0,0,0,0,0,0.0319594,0.0252857,0.0368289,0.0614734,-0.00223465,0.000435887,0.0707239,0.0315991,0.0371378,0.0172084,-0.00254791,-0.00291276
-0.0219015,0.0126716,0.0342191,-0.00996402,-0.015395,0,0,0,0,0,0,0.0161266,0.013569,0.0190738,0.0318941,-0.00223243,0.000207777,0.0315991,0.0183936,0.0180682,0.00493578,-0.00163128,-0.00114728
-0.0236442,0.0189427,0.0542045,-0.0143003,-0.0201354,0,0,0,0,0,0,0.0199095,0.0160245,0.0209892,0.0366105,-0.00658722,-0.000267126,0.0371378,0.0180682,0.02738,0.0156979,-0.00130131,-0.00152198
-0.116048,0.012969,0.0808529,0.0185621,0.0346733,0,0,0,0,0,0,0.00706729,0.0235318,0.0098674,0.00134537,0.00476687,0.02435,0.0172084,0.00493578,0.0156979,1.10213,-0.00189454,0.00282909
0.0101638,-0.00339109,-0.00474971,-0.00406165,-0.00444456,0,0,0,0,0,0,-0.000573223,-0.00122269,-0.00107797,-0.00215388,-0.000566473,0.00148562,-0.00254791,-0.00163128,-0.00130131,-0.00189454,0.00149743,0.00060525
0.00866298,-0.00763881,-0.00362584,-0.00576372,-0.0028238,0,0,0,0,0,0,-0.000848292,-0.000327896,-0.00114314,-0.00238012,-0.000543511,0.00146512,-0.00291276,-0.00114728,-0.00152198,0.00282909,0.00060525,0.00145257
