0.0225403,-0.0213306,-0.0326287,-0.0309003,-0.0235228,0,0,0,0,0,0,-0.00360699,-0.00451452,-0.0102861,-0.0140709,0.00204728,0.00830115,0,0.00428455,-0.0181302,-0.00371109,0.00529752,0.00841807,0.00828535
-0.0213306,0.0530569,0.127058,0.000236484,0.00866707,0,0,0,0,0,0,0.00535238,0.00671564,0.0229799,0.0321865,-0.00214411,0.00517293,0,-0.0110779,0.0361596,0.00896286,-0.00132991,-0.0180459,-0.0155181
-0.0326287,0.127058,2.44044,-0.00667719,0.0160237,0,0,0,0,0,0,0.00534976,0.00703767,0.0326766,0.0496774,-0.00642515,0.0358989,0,-0.0327007,0.0473749,0.00982469,-0.00693782,-0.023236,-0.015094
-0.0309003,0.000236484,-0.00667719,0.110615,0.0570144,0,0,0,0,0,0,0.000826397,0.000553264,-0.00351096,-0.00647128,-0.00402799,-0.0188931,0,-0.00489914,0.000681352,0.00132799,0.00128789,0.00120266,-0.000774285
-0.0235228,0.00866707,0.0160237,0.0570144,0.0344356,0,0,0,0,0,0,0.00212081,0.00255406,0.00338867,0.00404411,-0.00241007,-0.0117669,0,-0.00686666,0.00874233,0.00244443,-0.00275764,-0.00343245,-0.00441361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00360699,0.00535238,0.00534976,0.000826397,0.00212081,0,0,0,0,0,0,0.000876096,0.00111049,0.00283731,0.0039778,-0.000245831,-0.0012082,0,-8.4607e-05,0.00447822,0.00065168,-0.00146876,-0.00222172,-0.00202626
-0.00451452,0.00671564,0.00703767,0.000553264,0.00255406,0,0,0,0,0,0,0.00111049,0.00143395,0.00367107,0.00517068,-0.000239118,-0.00122568,0,-0.000140801,0.00564846,0.000768379,-0.00199816,-0.00281982,-0.00261679
-0.0102861,0.0229799,0.0326766,-0.00351096,0.00338867,0,0,0,0,0,0,0.00283731,0.00367107,0.012881,0.0185811,-6.6768e-05,0.00473782,0,-0.00348156,0.0187922,0.00420795,-0.00111193,-0.00988729,-0.00844035
-0.0140709,0.0321865,0.0496774,-0.00647128,0.00404411,0,0,0,0,0,0,0.0039778,0.00517068,0.0185811,0.027519,0.000234026,0.0079413,0,-0.00424951,0.0265969,0.00572526,-0.00151274,-0.0141513,-0.0118855
0.00204728,-0.00214411,-0.00642515,-0.00402799,-0.00241007,0,0,0,0,0,0,-0.000245831,-0.000239118,-6.6768e-05,0.000234026,0.00149683,0.00215796,0,-0.0035808,-0.000995322,-0.000716193,5.36925e-05,0.000265863,0.000489935
0.00830115,0.00517293,0.0358989,-0.0188931,-0.0117669,0,0,0,0,0,0,-0.0012082,-0.00122568,0.00473782,0.0079413,0.00215796,0.0259749,0,-0.00554783,0.00489182,0.00428374,0.00746095,-0.00267597,-0.000750034
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00428455,-0.0110779,-0.0327007,-0.00489914,-0.00686666,0,0,0,0,0,0,-8.4607e-05,-0.000140801,-0.00348156,-0.00424951,-0.0035808,-0.00554783,0,1.22367,-0.0133951,-0.0118757,-0.0169208,0.00664524,0.00555009
-0.0181302,0.0361596,0.0473749,0.000681352,0.00874233,0,0,0,0,0,0,0.00447822,0.00564846,0.0187922,0.0265969,-0.000995322,0.00489182,0,-0.0133951,0.0309708,0.00925681,-0.000418679,-0.0149362,-0.012823
-0.00371109,0.00896286,0.00982469,0.00132799,0.00244443,0,0,0,0,0,0,0.00065168,0.000768379,0.00420795,0.00572526,-0.000716193,0.00428374,0,-0.0118757,0.00925681,0.00751425,0.00726793,-0.00405669,-0.00391905
0.00529752,-0.00132991,-0.00693782,0.00128789,-0.00275764,0,0,0,0,0,0,-0.00146876,-0.00199816,-0.00111193,-0.00151274,5.36925e-05,0.00746095,0,-0.0169208,-0.000418679,0.00726793,0.0165282,-0.000407893,-0.000846907
0.00841807,-0.0180459,-0.023236,0.00120266,-0.00343245,0,0,0,0,0,0,-0.00222172,-0.00281982,-0.00988729,-0.0141513,0.000265863,-0.00267597,0,0.00664524,-0.0149362,-0.00405669,-0.000407893,0.00814665,0.00678354
0.00828535,-0.0155181,-0.015094,-0.000774285,-0.00441361,0,0,0,0,0,0,-0.00202626,-0.00261679,-0.00844035,-0.0118855,0.000489935,-0.000750034,0,0.00555009,-0.012823,-0.00391905,-0.000846907,0.00678354,0.0067345
