index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
467,0.812832,5.47075,5.30867,0.838515,0.582481,0,0,0,0,0,0,5.1029,5.665,2.14861,0.0305644,0.921876,0.166478,0.352398,0.850241,-0.492921,8.14586,0.235875,0.280851,-5137.6
