index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,1.69585e+07,2304.08,2974.43,1.00302e+07,1.55648e+07,2060.48,1714.13,86604.5,55673,200991,245104,8.35576e+07,0,0,0,0
0,1,1.69618e+07,2352.91,3037.5,1.00305e+07,1.55654e+07,2103.78,1750.15,86704.9,55729.5,200967,245067,8.3553e+07,2.06344,7.82381,2.89293,11.7228
0,2,1.69648e+07,2398.29,3096.14,1.00307e+07,1.55657e+07,2144.01,1783.66,87118,55989,201700,245953,8.35558e+07,2.10503,7.98175,1.4225,9.42995
0,3,1.69675e+07,2440.25,3150.42,1.00308e+07,1.55658e+07,2181.19,1814.65,87759.1,56396.7,202989,247519,8.35575e+07,2.14354,8.12812,4.02505,3.80645
0,4,1.69699e+07,2479.16,3200.79,1.00308e+07,1.55658e+07,2215.65,1843.4,88562.1,56909.4,204676,249572,8.35586e+07,2.17919,8.26375,2.90642,9.92122
0,5,1.6972e+07,2515.27,3247.59,1.00308e+07,1.55658e+07,2247.64,1870.11,89475.6,57493.8,206637,251962,8.35593e+07,2.21225,8.38967,0.889265,6.33752
0,6,1.69738e+07,2548.86,3291.17,1.00308e+07,1.55657e+07,2277.39,1894.99,90460,58124.2,208779,254574,8.35597e+07,2.24297,8.5068,3.56163,7.79838
0,7,1.69754e+07,2580.16,3331.83,1.00308e+07,1.55657e+07,2305.12,1918.2,91485.1,58780.8,211028,257320,8.35601e+07,2.27158,8.61598,3.8931,10.8807
0,8,1.69768e+07,2609.41,3369.84,1.00307e+07,1.55657e+07,2331.05,1939.92,92528,59448.9,213330,260133,8.35605e+07,2.29828,8.71796,3.62522,8.86139
0,9,1.6978e+07,2636.79,3405.44,1.00307e+07,1.55657e+07,2355.33,1960.27,93571.6,60117.4,215644,262963,8.3561e+07,2.32325,8.8134,2.9772,6.81578
0,10,1.6979e+07,2662.47,3438.85,1.00308e+07,1.55657e+07,2378.13,1979.38,94603.5,60778.1,217939,265771,8.35618e+07,2.34666,8.90291,1.68973,6.91897
0,11,1.69798e+07,2686.6,3470.23,1.00308e+07,1.55658e+07,2399.58,1997.36,95614.4,61425.4,220194,268532,8.35627e+07,2.36865,8.98698,1.64756,9.35717
0,12,1.69804e+07,2709.3,3499.74,1.0031e+07,1.5566e+07,2419.78,2014.28,96597.9,62055,222393,271225,8.35639e+07,2.38934,9.06603,2.80466,8.19349
0,13,1.69809e+07,2730.67,3527.5,1.00311e+07,1.55662e+07,2438.82,2030.22,97549.5,62664.2,224526,273836,8.35654e+07,2.40882,9.14041,2.99805,8.42674
0,14,1.69812e+07,2750.78,3553.59,1.00313e+07,1.55665e+07,2456.78,2045.23,98465.9,63251,226584,276357,8.35671e+07,2.42717,9.2104,0.815281,7.94502
0,15,1.69813e+07,2769.71,3578.08,1.00315e+07,1.55669e+07,2473.7,2059.35,99345.2,63814.2,228562,278779,8.35691e+07,2.44446,9.27619,2.60919,11.7834
0,16,1.69814e+07,2787.47,3601.02,1.00318e+07,1.55673e+07,2489.63,2072.59,100186,64353,230459,281098,8.35715e+07,2.46072,9.33793,3.13601,11.4077
0,17,1.69813e+07,2804.1,3622.43,1.00321e+07,1.55678e+07,2504.56,2084.98,100987,64867,232270,283312,8.35741e+07,2.47598,9.39569,4.78132,9.63342
0,18,1.6981e+07,2819.61,3642.31,1.00324e+07,1.55684e+07,2518.53,2096.51,101747,65355.7,233994,285416,8.35769e+07,2.49025,9.44953,0.0459437,14.2326
0,19,1.69807e+07,2833.99,3660.65,1.00328e+07,1.5569e+07,2531.51,2107.19,102467,65818.9,235631,287409,8.35801e+07,2.50355,9.49942,3.92995,12.8185
0,20,1.69803e+07,2847.22,3677.44,1.00333e+07,1.55696e+07,2543.5,2116.99,103145,66256.3,237178,289288,8.35836e+07,2.51585,9.54533,3.04205,10.1391
