index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1572,0.587387,5.75824,8.94806,1.33824,0.870285,0,0,0,0,0,0,2.60505,3.31639,1.09251,0.0155197,0.896435,0.975519,0.396879,-0.0971881,0.77193,3.61378,0.192231,0.209613,-3348.45
