time,low95:SS:Japan__all,SS:Japan__all,high95:SS:Japan__all,low95:IS:Japan__all,IS:Japan__all,high95:IS:Japan__all,low95:SI:Japan__all,SI:Japan__all,high95:SI:Japan__all,low95:RS:Japan__all,RS:Japan__all,high95:RS:Japan__all,low95:SR:Japan__all,SR:Japan__all,high95:SR:Japan__all,low95:IR:Japan__all,IR:Japan__all,high95:IR:Japan__all,low95:RI:Japan__all,RI:Japan__all,high95:RI:Japan__all,low95:SQ:Japan__all,SQ:Japan__all,high95:SQ:Japan__all,low95:QS:Japan__all,QS:Japan__all,high95:QS:Japan__all,low95:QR:Japan__all,QR:Japan__all,high95:QR:Japan__all,low95:RQ:Japan__all,RQ:Japan__all,high95:RQ:Japan__all,low95:RR:Japan__all,RR:Japan__all,high95:RR:Japan__all,low95:EV71_JAP__IASR__inc,EV71_JAP__IASR__inc,high95:EV71_JAP__IASR__inc,low95:CA16_JAP__IASR__inc,CA16_JAP__IASR__inc,high95:CA16_JAP__IASR__inc
0,1.06121e+07,1.06121e+07,1.06121e+07,3563.56,3563.56,3563.56,3792.72,3792.72,3792.72,1.07268e+07,1.07268e+07,1.07268e+07,1.19657e+07,1.19657e+07,1.19657e+07,2873.66,2873.66,2873.66,2741.79,2741.79,2741.79,91556.2,91556.2,91556.2,81324.8,81324.8,81324.8,287547,287547,287547,302369,302369,302369,9.2628e+07,9.2628e+07,9.2628e+07,0,0,0,0,0,0
1,1.0615e+07,1.0615e+07,1.0615e+07,3612.72,3612.72,3612.72,3843.33,3843.33,3843.33,1.07272e+07,1.07272e+07,1.07272e+07,1.19661e+07,1.19661e+07,1.19661e+07,2912.89,2912.89,2912.89,2777.98,2777.98,2777.98,91716.1,91716.1,91716.1,81464.6,81464.6,81464.6,287663,287663,287663,302484,302484,302484,9.26237e+07,9.26237e+07,9.26237e+07,7.37366,7.37366,7.37366,8.20097,8.20097,8.20097
2,1.06177e+07,1.06177e+07,1.06177e+07,3642.17,3642.17,3642.17,3871.36,3871.36,3871.36,1.07274e+07,1.07274e+07,1.07274e+07,1.19664e+07,1.19664e+07,1.19664e+07,2935.96,2935.96,2935.96,2797.6,2797.6,2797.6,92000.1,92000.1,92000.1,81729.1,81729.1,81729.1,288235,288235,288235,303026,303026,303026,9.26275e+07,9.26275e+07,9.26275e+07,7.45206,7.45206,7.45206,8.28235,8.28235,8.28235
3,1.06203e+07,1.06203e+07,1.06203e+07,3659.8,3659.8,3659.8,3886.94,3886.94,3886.94,1.07276e+07,1.07276e+07,1.07276e+07,1.19666e+07,1.19666e+07,1.19666e+07,2949.51,2949.51,2949.51,2808.23,2808.23,2808.23,92313,92313,92313,82031.6,82031.6,82031.6,288977,288977,288977,303707,303707,303707,9.2631e+07,9.2631e+07,9.2631e+07,7.49854,7.49854,7.49854,8.32698,8.32698,8.32698
4,1.06228e+07,1.06228e+07,1.06228e+07,3670.63,3670.63,3670.63,3895.93,3895.93,3895.93,1.07279e+07,1.07279e+07,1.07279e+07,1.19669e+07,1.19669e+07,1.19669e+07,2957.59,2957.59,2957.59,2814.11,2814.11,2814.11,92611.7,92611.7,92611.7,82328.5,82328.5,82328.5,289740,289740,289740,304388,304388,304388,9.26345e+07,9.26345e+07,9.26345e+07,7.52638,7.52638,7.52638,8.35182,8.35182,8.35182
5,1.06253e+07,1.06253e+07,1.06253e+07,3677.56,3677.56,3677.56,3901.44,3901.44,3901.44,1.07282e+07,1.07282e+07,1.07282e+07,1.19673e+07,1.19673e+07,1.19673e+07,2962.55,2962.55,2962.55,2817.5,2817.5,2817.5,92879,92879,92879,82600.2,82600.2,82600.2,290455,290455,290455,305012,305012,305012,9.26381e+07,9.26381e+07,9.26381e+07,7.54351,7.54351,7.54351,8.36622,8.36622,8.36622
6,1.06278e+07,1.06278e+07,1.06278e+07,3682.31,3682.31,3682.31,3905.18,3905.18,3905.18,1.07286e+07,1.07286e+07,1.07286e+07,1.19676e+07,1.19676e+07,1.19676e+07,2965.77,2965.77,2965.77,2819.62,2819.62,2819.62,93110.9,93110.9,93110.9,82840.1,82840.1,82840.1,291095,291095,291095,305561,305561,305561,9.2642e+07,9.2642e+07,9.2642e+07,7.55458,7.55458,7.55458,8.3752,8.3752,8.3752
7,1.06303e+07,1.06303e+07,1.06303e+07,3685.9,3685.9,3685.9,3908.07,3908.07,3908.07,1.07289e+07,1.07289e+07,1.07289e+07,1.1968e+07,1.1968e+07,1.1968e+07,2968.06,2968.06,2968.06,2821.15,2821.15,2821.15,93309.6,93309.6,93309.6,83048.2,83048.2,83048.2,291656,291656,291656,306036,306036,306036,9.2646e+07,9.2646e+07,9.2646e+07,7.56232,7.56232,7.56232,8.38148,8.38148,8.38148
8,1.06327e+07,1.06327e+07,1.06327e+07,3688.89,3688.89,3688.89,3910.6,3910.6,3910.6,1.07294e+07,1.07294e+07,1.07294e+07,1.19684e+07,1.19684e+07,1.19684e+07,2969.89,2969.89,2969.89,2822.43,2822.43,2822.43,93479.5,93479.5,93479.5,83227.6,83227.6,83227.6,292142,292142,292142,306445,306445,306445,9.26501e+07,9.26501e+07,9.26501e+07,7.56833,7.56833,7.56833,8.38655,8.38655,8.38655
9,1.06352e+07,1.06352e+07,1.06352e+07,3691.64,3691.64,3691.64,3913.04,3913.04,3913.04,1.07298e+07,1.07298e+07,1.07298e+07,1.19689e+07,1.19689e+07,1.19689e+07,2971.54,2971.54,2971.54,2823.66,2823.66,2823.66,93625.4,93625.4,93625.4,83382.5,83382.5,83382.5,292565,292565,292565,306799,306799,306799,9.26544e+07,9.26544e+07,9.26544e+07,7.57353,7.57353,7.57353,8.39119,8.39119,8.39119
