index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1446,1.44587,5.8464,8.99988,1.54307,1.15703,0,0,0,0,0,0,11.6089,16.8485,2.31756,0.0196202,0.801088,0.787824,0.765727,0.653571,2.04482,11.9998,0.150239,0.169806,-3364.17
