index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
1885,1.3829,4.66454,5.15229,7.99998,1.24205,0,0,0,0,0,0,14.3265,25.0329,5.74184,0.0764217,0.914223,0.570893,0.363893,0.74344,1.29355,1.12573,0.142943,0.172378,-3284.34
