index,SS:all,IS:all,SI:all,RS:all,SR:all,IR:all,RI:all,SQ:all,QS:all,QR:all,RQ:all,r0_1:all,r0_2:all,v:all,e:all,d:all,sigma:all,sto:all,iota_1:all,iota_2:all,q:all,rep:EV71_JAP__IASR__inc,rep:CA16_JAP__IASR__inc,log_like
355,0.636648,4.75115,5.00182,0.543508,0.927315,0,0,0,0,0,0,3.89708,3.41634,3.2722,0.0531396,0.921324,0.221036,0.182505,-1.75911,-1.26971,10.6439,0.208972,0.443353,-5150.47
